cluster,primary_keyword,secondary_keywords,intent,serp_page_type,target_url,existing_or_new,keep_create_merge_hold_noindex,parent_hub,inbound_links_from,outbound_money_path,monetization_route,medical_review_level,schema_candidates,SERP_research_status,Semrush_status,cannibalization_notes
Medication and pharmacy,עלון לצרכן,NONE IN WAVE 0 SEED,Drug safety reference,Medicine/ingredient/safety reference page,/medicines/leaflets/,new candidate; legacy equivalent check required,create candidate,/medicines/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,No monetization around urgent safety content,M4,BreadcrumbList; MedicalWebPage; Drug/DrugClass where semantically correct; Article; Organization,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medication and pharmacy,תופעות לוואי תרופה,NONE IN WAVE 0 SEED,Drug safety education,Medicine/ingredient/safety reference page,/medicines/side-effects/,new candidate; legacy equivalent check required,create candidate,/medicines/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,No automated advice; professional/pharmacovigilance routing,M4,BreadcrumbList; MedicalWebPage; Drug/DrugClass where semantically correct; Article; Organization,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medication and pharmacy,חומר פעיל,NONE IN WAVE 0 SEED,Drug/ingredient reference,Medicine/ingredient/safety reference page,/active-ingredients/,new candidate; legacy equivalent check required,create candidate,/medicines/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Licensed navigation only,M4,BreadcrumbList; MedicalWebPage; Drug/DrugClass where semantically correct; Article; Organization,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medication and pharmacy,תרופה ללא מרשם,NONE IN WAVE 0 SEED,OTC reference/product boundary,Medicine/ingredient/safety reference page,/medicines/otc/,new candidate; legacy equivalent check required,create candidate,/medicines/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Commerce only through exact licensed model,M4,BreadcrumbList; MedicalWebPage; Drug/DrugClass where semantically correct; Article; Organization,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medication and pharmacy,בית מרקחת אונליין,NONE IN WAVE 0 SEED,Licensed pharmacy discovery,Medicine/ingredient/safety reference page,/pharmacies/online/,new candidate; legacy equivalent check required,create candidate,/medicines/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Licensed pharmacy partnership only,M4,BreadcrumbList; MedicalWebPage; Drug/DrugClass where semantically correct; Article; Organization,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medication and pharmacy,זמינות תרופות,NONE IN WAVE 0 SEED,Availability navigation,Medicine/ingredient/safety reference page,/medicines/availability/,new candidate; legacy equivalent check required,create candidate,/medicines/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Licensed/official links only,M4,BreadcrumbList; MedicalWebPage; Drug/DrugClass where semantically correct; Article; Organization,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medication and pharmacy,מחסור בתרופות,NONE IN WAVE 0 SEED,Drug-shortage information,Medicine/ingredient/safety reference page,/medicines/shortages/,new candidate; legacy equivalent check required,create candidate,/medicines/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,No monetization; official safety information,M4,BreadcrumbList; MedicalWebPage; Drug/DrugClass where semantically correct; Article; Organization,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medication and pharmacy,חלופות לתרופה,NONE IN WAVE 0 SEED,Drug alternatives information,Medicine/ingredient/safety reference page,/medicines/alternatives/,new candidate; legacy equivalent check required,create candidate,/medicines/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,No automated recommendation; pharmacist/doctor routing,M4,BreadcrumbList; MedicalWebPage; Drug/DrugClass where semantically correct; Article; Organization,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medication and pharmacy,אינטראקציות בין תרופות,NONE IN WAVE 0 SEED,Drug safety education,Medicine/ingredient/safety reference page,/medicines/interactions/,new candidate; legacy equivalent check required,create candidate,/medicines/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,No automated patient-specific checking without regulated/validated model,M4,BreadcrumbList; MedicalWebPage; Drug/DrugClass where semantically correct; Article; Organization,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medication and pharmacy,מרשם דיגיטלי,NONE IN WAVE 0 SEED,Health-system navigation,Medicine/ingredient/safety reference page,/medicines/digital-prescriptions/,new candidate; legacy equivalent check required,create candidate,/medicines/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,No prescribing/fulfillment without exact licensed integration,M4,BreadcrumbList; MedicalWebPage; Drug/DrugClass where semantically correct; Article; Organization,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Urgent and emergency safety,כאב בחזה,NONE IN WAVE 0 SEED,Urgent or emergency intent,Urgent safety/triage-routing information page (non-diagnostic),/safety/chest-pain/,new safety candidate,hold,/safety/medical-emergency/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,No ordinary monetization; emergency/public-service routing only,M4,BreadcrumbList; MedicalWebPage; Article; Organization; no commercial schema,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Urgent and emergency safety,קוצר נשימה,NONE IN WAVE 0 SEED,Urgent or emergency intent,Urgent safety/triage-routing information page (non-diagnostic),/safety/shortness-of-breath/,new safety candidate,hold,/safety/medical-emergency/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,No ordinary monetization; emergency/public-service routing only,M4,BreadcrumbList; MedicalWebPage; Article; Organization; no commercial schema,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Urgent and emergency safety,שבץ סימנים,NONE IN WAVE 0 SEED,Urgent or emergency intent,Urgent safety/triage-routing information page (non-diagnostic),/safety/stroke-signs/,new safety candidate,hold,/safety/medical-emergency/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,No ordinary monetization; emergency/public-service routing only,M4,BreadcrumbList; MedicalWebPage; Article; Organization; no commercial schema,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Urgent and emergency safety,תגובה אלרגית קשה,NONE IN WAVE 0 SEED,Urgent or emergency intent,Urgent safety/triage-routing information page (non-diagnostic),/safety/severe-allergic-reaction/,new safety candidate,hold,/safety/medical-emergency/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,No ordinary monetization; emergency/public-service routing only,M4,BreadcrumbList; MedicalWebPage; Article; Organization; no commercial schema,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Urgent and emergency safety,מנת יתר תרופות,NONE IN WAVE 0 SEED,Urgent or emergency intent,Urgent safety/triage-routing information page (non-diagnostic),/safety/medicine-overdose/,new safety candidate,hold,/safety/medical-emergency/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,No ordinary monetization; emergency/public-service routing only,M4,BreadcrumbList; MedicalWebPage; Article; Organization; no commercial schema,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Urgent and emergency safety,דימום חמור,NONE IN WAVE 0 SEED,Urgent or emergency intent,Urgent safety/triage-routing information page (non-diagnostic),/safety/severe-bleeding/,new safety candidate,hold,/safety/medical-emergency/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,No ordinary monetization; emergency/public-service routing only,M4,BreadcrumbList; MedicalWebPage; Article; Organization; no commercial schema,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Urgent and emergency safety,מחשבות אובדניות,NONE IN WAVE 0 SEED,Urgent or emergency intent,Urgent safety/triage-routing information page (non-diagnostic),/safety/suicidal-thoughts/,new safety candidate,hold,/safety/medical-emergency/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,No ordinary monetization; emergency/public-service routing only,M4,BreadcrumbList; MedicalWebPage; Article; Organization; no commercial schema,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Urgent and emergency safety,מצב חירום רפואי,NONE IN WAVE 0 SEED,Urgent or emergency intent,Urgent safety/triage-routing information page (non-diagnostic),/safety/medical-emergency/,new safety candidate,hold,/safety/medical-emergency/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,No ordinary monetization; emergency/public-service routing only,M4,BreadcrumbList; MedicalWebPage; Article; Organization; no commercial schema,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Professional regulatory and service,רישום אמ״ר,NONE IN WAVE 0 SEED,Professional regulatory information,Medical education / treatment decision page,/professionals/medical-devices/amar-registration/,new candidate; legacy equivalent check required,create candidate,/professionals/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Professional service/content; no approval promise,M3,BreadcrumbList; MedicalWebPage; Article; Organization; FAQPage only when visible content and current eligibility rules support it,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Professional regulatory and service,בדיקת רישום אמ״ר,NONE IN WAVE 0 SEED,Professional/product-status lookup,Medical education / treatment decision page,/medical-equipment/amar-status/,new candidate; legacy equivalent check required,create candidate,/professionals/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Supplier/product verification utility,M3,BreadcrumbList; MedicalWebPage; Article; Organization; FAQPage only when visible content and current eligibility rules support it,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Professional regulatory and service,יבוא מכשור רפואי,NONE IN WAVE 0 SEED,Professional regulatory information,Medical education / treatment decision page,/professionals/medical-equipment/import/,new candidate; legacy equivalent check required,create candidate,/professionals/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Professional services/referral only with disclosure,M3,BreadcrumbList; MedicalWebPage; Article; Organization; FAQPage only when visible content and current eligibility rules support it,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Professional regulatory and service,אחריות ציוד רפואי,NONE IN WAVE 0 SEED,B2B after-sales information,Service decision/coordination page,/medical-equipment/warranty/,new candidate; legacy equivalent check required,create candidate,/professionals/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Service-contract lead,M3,BreadcrumbList; MedicalWebPage; Article; Organization; FAQPage only when visible content and current eligibility rules support it,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
